Urdu	Roman-Urdu	Ur—Rom Confidence Score	English	Ur-En Confidence Score
ڈیز	c”des	0.4	dc	0.45
گاٹ	got	0.33	beft	0.49
یه	ye	0.5	okay	1.0
پاۓ	paey	0.5	undifferentiated	0.58
شاہد	shaid	0.6	cehte	0.45
دھکّا	dhaka	0.6	dhaka	0.436
جائیں	jain	0.5	get	0.65
ایز	as	0.5	as	1.0
امّت	ummat	0.4	ummat	0.432
کنول	kanwal	0.67	blossoms	0.56
کامل	skan	0.5	self	0.61
الٔو	alive	0.4	alive	1.0
رہ	reh	0.67	confined	0.65
میت	mayyat	0.5	burned	0.788
مچھروں	machron	0.43	headcrabs	0.65
سوسائیٹی	societykoi	0.4	iappp	0.56
بسی	bassi	0.6	downtrodden	0.56
سٹایل	style	0.6	style	1.0
چندہ	chanda	0.67	donations	0.65
زرہ	zara	0.5	cuirassed	0.59
لؤو	love	0.5	love	1.0
میوزک	music	0.4	acapellas	0.65
سہ	seh	0.67	raid	0.704
یز	is	0.5	movendi	0.51
ماے	my	0.5	my	1.0
رووز	roz	0.67	roz	0.246
نمبر	number	0.67	reporter#11455	0.686
محل	mahal	0.6	location	0.5
ملک	malik	0.6	country	0.62
۵۰آپ	50	0.5	50	1.0
کٹ	cut	0.67	booted	0.5
نائٹ	night	0.4	blasters	0.49
بتاؤں	baton	0.4	won't	0.608
یل	aik	0.67	trazi	0.43
طرف	taraf	0.6	towards	0.68
خزانے	gayekhazaane	0.5	coffers	0.69
منگوا	mangva	0.5	sprang	1.0
کالر	killer	0.67	decals	0.47
نُٹ	not	0.33	not	1.0
گرم	garam	0.6	cooler	0.73
زے	zax	0.33	mett	0.36
