Urdu	Roman-Urdu	Ur—Rom Confidence Score	English	Ur-En Confidence Score
بکھرا	bikhra	0.83	unshattered	0.57
پیام	peyam	0.8	sent	0.999
کنڈنيس	kindness	0.86	kindness	1
یهاں	yaha	0.75	undergaro	0.43
والو	walo	1	spot	0.48
ھی	hi	1	conji	0.51
سندھی	sindhi	0.83	sindhi	0.85
آنکھیں	ankhain	1	eyes	0.74
بهر	bhar	0.75	importannt	0.46
روٹي	roti	0.75	roti	0.262
بدنام	badnam	0.83	corrupt	0.6
حيلپ	help	1	help	1
ييللو	yellow	1	yellow	1
انہیں	unhen	1	them	0.68
میٹنگ	meetingpoint	0.86	cnbss	0.54
مک	mk	1	rhr	0.43
سگن	sign	0.75	sign	1
يکيال	equal	1	equal	0.789
طوطے	totay	1	fowls	0.56
دونو	dono	1	minds	0.522
نگاہوں	nigahon	0.86	amazements	0.6
ٹرک	truck	0.75	trucks	0.63
مان	maan	0.75	ethiopia.how	0.692
ریکویسٹ	request	1	request	0.771
اماذنگ	amazing	0.86	amazing	1
نيپال	nepal	1	nepal	1
ٹوموررو	tomorrow	1	tomorrow	1
جو	jo	1	who	0.461
فورم	form	1	bbyo	0.56
پنڈی	pendi	0.8	lahori	0.6
احترام	ehataram	0.75	tahakirmani1	0.553
اکرام	ikram	1	dignitarian	0.56
لایوو	live	0.75	live	1
جاگتا	jagta	1	fascinates	0.63
18	18	1	18	1
آسمان	asman	1	skies	0.63
ہورہا	horaha	0.83	tends	0.63
زویا	zoya	1	zoya	0.304
کیسا	kesa	1	kinda	0.68
ہادی	hadi	1	malfuzat	0.55
جھل	jhal	0.75	bangial	0.52
کھانا	khana	1	meal	0.72
بور	bor	1	ankas	0.39
لوٹ	lot	1	loot	0.52
حيرٹ	heart	0.8	heart	1
بدولت	badulatwarna	0.71	unequaled	0.65
پہچان	pehchaan	0.75	recognizable	0.65
اتر	utar	0.75	bhuda	0.62
پڑھ	parh	0.75	read	0.66
نصیب	naseeb	0.83	rejoiced	0.62
شیٹ	sheet	1	shetland	0.755
سٹانڈارڈ	standard	1	standard	0.827
ہماری	hamari	0.83	our	1
اچار	achar	1	slathia	0.53
مسٹری	mystery	0.71	technictix	0.5
هوتی	hoti	1	leep	0.42
اپکا	apka	1	intently	0.5
کار	car	1	assist	0.55
ڈرنک	drink	0.8	smart	0.692
٣٠	30	1	30	0.955
جلیں	jalen	0.8	meisters	0.52
شاہ	shah	1	sultan	0.56
بانڈ	bandh	1	nonames	0.41
امر	umar	0.75	meantion	0.53
گيارانٹر	guarantor	0.89	guarantor	0.59
راتیں	raatain	0.86	nights	1
بھرپور	bahrpoor	0.88	aimed	0.63
رکھی	rakhi	0.8	maintained	0.58
پلکیں	palkain	0.86	crawlies	0.55
ریاض	riazs	1	criminal	1
روتھ	roth	1	rvj	0.45
موجودہ	mojooda	0.86	oldest	0.54
کرا	kara	0.75	promptly	0.58
انار	anarkali	1	fruitti	0.47
ساٹھ	saath	0.8	fifty	0.74
ريٹيرن	return	1	return	1
ظرف	zarfk	0.75	vessel	1
بولے	bolay	1	pronounce	0.61
اوج	arooj	0.8	wadati	0.46
ماضي	mazee	1	acotango	0.43
سایا	sayanafrat	1	ooal	0.47
ولی	waliullah	0.75	presious	0.48
توقیر	toqeer	1	ungratefulness	0.63
ميحامماڈ	muhammad	1	muhammad	1
بلوا	bulwaon	0.8	pillager	0.5
خلوت	khalwat	0.71	indulgence	0.59
چند	chand	0.8	few	1
لالے	laale	0.8	hansne	0.47
بہی	b	1	neediest	0.51
سپنا	sapna	0.8	horrorshow	0.53
اطمینان	itminan	1	satisfaction	0.65
جاؤ	jao	1	do	0.57
شب	shab	0.75	awake	0.59
اررے	array	1	array	1
نیک	nick	1	pious	0.63
کمالیہ	kamalia	0.71	uncha	0.46
رینی	rainy	1	ilmr	0.39
جھولے	jhooly	0.83	skullies	0.57
شیوا	shewa	1	hisshou	0.54
انس	ans	1	proph	0.54
ديکھ	dekh	1	rating	0.47
ثبوت	sabot	0.8	evidence	0.7
لاریب	lareb63	1	bewelcome	0.43
کوٹا	quota	0.8	2002	0.526
حسان	husan	0.8	allah	0.64
خان	khan	1	khan	0.65
چلتے	chalte	0.83	pull	0.7
ضبط	zabt	0.75	disposition	0.54
هوا	hua	1	hua	0.203
شکیل	shakil	0.83	faroo	0.58
دخل	dakhl	0.8	extrated	0.57
اپنا	apna	1	own	0.59
آییں	aain	0.75	aain	0.502
سینا	cenashahzadi	1	asutralia	0.39
آپ	ap	1	occoured	0.58
جلد	jaldi	0.75	volume	0.54
تيسرا	teesra	0.83	tighest	0.39
وبا	oba	1	memories	1
انسٹانٹ	instant	1	instant	0.998
راز	raz	1	mystery	1
ہنسی	hansi	0.8	nitty-gritty	1
ڈارلنگ	darling	0.86	tvmax	0.54
رکھتا	rakhta	0.83	retains	0.71
اینا	aeyna1	0.8	betty	0.48
ہرا	hera	0.75	unseeded	0.61
ڈھل	dhal	0.75	unshattered	0.59
جھکا	jhuka	0.8	motionless	0.59
آو	ao	1	let	0.484
احمد	ahmed	0.8	juzam	0.49
نانا	nana	1	dog	0.285
انصاف	insaf	1	justice	0.594
سانول	sanwal	0.83	taste	0.54
خوشبو	khushbo	1	wafts	0.63
دروازا	darwaza	0.86	room	1
نشتر	nishter	0.71	nishter	1
جانب	janib'e'manzil	0.8	facing	0.57
مغز	maghz	0.8	perspicuous	0.57
آے	ae	1	vsit	0.5
اسلامیان	islamianstars	1	islamics	0.62
اکبر	akbar	0.8	excep	0.45
کاٹوں	kanto	0.8	whithersoever	0.765
مورننگ	morning	0.86	morning	1
کھولے	chole	1	shut	0.57
نيڈ	need	0.75	need	1
دھماکا	dhamaka	0.86	explosion	0.73
٢٤	24	1	11:45	1
همنشیں	hm	1	hm	1
اندازہ	andaza	0.83	overestimated	0.7
رين	rain	1	rain	1
لا	la	1	ft	0.48
پاوں	pao	1	toters	0.57
ڈالا	dala	1	softened	0.62
خالی	khali	1	unsed	0.6
بندگی	bandgi	0.83	idols	1
بندوں	bndon	1	refrain	0.56
حوار	hour	0.75	hour	1
وعلیکم	w	1	wa-alaikum-salaam	1
آسان	aasan	1	simplified	0.63
بہل	behl	0.75	bedla	0.44
ايگيسٹ	august	1	august	1
پکا	paka	0.75	cheezi	0.48
ڈيسيمبير	december	1	december	0.926
آؤ	ao	1	foolz	0.56
میٹھا	metha	1	tasty	0.67
قرآن	quran	0.8	revelation	0.62
مزدوری	mazduri	0.86	wages	0.7
کھویا	khoya	1	lost	1
شی	shi	1	ryuubi	0.49
الجھ	ulajh	0.8	intractable	0.62
هنی	honey	0.75	honey	1
نومن	noman	0.8	noman	1
سستی	sasti	0.8	inexpensiveness	0.65
دانیال	danial	1	guy's	0.991
کھلونا	khilona	0.86	words	0.885
اسامہ	usama	0.8	osama	0.79
انکا	unka	1	slanderously	1
کيلڈ	could	0.8	could	1
کام	kam	1	work	1
ڈاریکٹ	direct	1	direct	1
مانگ	maang	0.8	moscow's	0.9
افق	ufaq	0.75	horizon	0.65
گناہ	gunah	0.8	cruel	0.65
الٹی	ulti	1	headscratching	0.56
نے	ne	1	besided	0.65
شم	sham	0.75	sham	0.8
لانچ	lanch	1	xprs	0.57
میرٹ	meri	0.75	bfuj	0.56
جنکو	jinko	0.8	selectively	0.55
دانی	dani	1	tarean	0.43
فراق	firaq1	0.8	emoti	0.56
ہمیشہ	hamesha	0.71	always	1
زلفیں	zulfain	0.86	hushes	0.57
پاو	pao	1	ygz	0.47
اسپيکٹ	aspect	1	aspect	0.428
شرجیل	sharjel	0.86	halahawi	0.54
کروڈ	crowd	0.8	crowd	1
کروگے	kro	1	let	0.65
جانباز	janbaz32	1	fatali	0.53
دیکھتا	dekhta	1	sees	0.74
سویا	soya	1	slept	1
پھیر	pher	1	smacking	0.63
نمازوں	nimazo	0.83	liturgies	0.64
دوں	doon	1	shit	0.58
واسطے	wastay	1	preceive	0.54
دود	dod	1	dod	0.545
راؤ	rao	1	manjaa	0.6
فیری	fairy	1	rgw	0.54
پؤیٹری	poetry	1	poetry	0.784
ترمزی	tirmizi	0.71	naskh	0.54
کھلاتے	khilate	0.86	cling	0.67
وفٹين	often	1	often	0.9
بچا	bacha	0.8	save	0.64
لوسي	loose	1	loose	1
ملا	mila	0.75	ated	0.53
یارو	yaro	1	mujou	0.47
سبحان	subhan	0.83	prayest	0.64
فروم	from	1	arbetsliv	0.44
کے	k	1	the	0.71
سٹوڈنٹ	student	0.86	pcyf	0.51
معروف	masroof	0.86	famous	0.63
ٹارزن	tarzan	0.83	sequels	0.6
هوبی	hobby	0.8	hobby	0.259
اتاری	attari	0.83	unsuspended	0.57
لمحے	lamhe	0.8	moment	1
کریٹ	create	0.8	tepetl	0.42
کانا	kana	1	pluck	1
جوتیوں	jotioon	1	shoes	0.733
بابو	babu	1	aasaan	0.59
بھیڑ	bheer	1	seafowl	0.64
٥	5	1	5	1
بوي	boy	1	boy	1
زوہیب	zuhaib	1	jahkey	0.48
شان	shan	1	shaun	0.45
کمی	kami	0.75	excess	0.7
سمایل	smile	0.8	smile	1
آپکا	apka	1	ummonk	0.52
واسی	wasi	1	antra	0.42
سلیمان	sulaiman	0.88	solomon	1
خاک	khak	1	exhumed	0.54
جیتے	jeete	1	1963	0.908
لگان	lga	1	divvying	0.57
مناسب	munasib	0.71	proper	0.7
سندھو	sindhu	0.83	guman	0.58
ہتھیلی	hatheli	0.86	scalpels	0.64
ڈالو	dalo	1	once	0.53
ہوگا	hoga	1	might	0.69
کتنی	kitni	0.8	contributors	0.474
داغ	dagh	1	fatured	0.54
انجوائے	enjoy	0.8	far	1
سیتا	seet	1	surpanakha	0.59
ڈیپارٹمنٹ	department	0.9	department	0.52
بتلا	batla	0.8	uncleansed	0.57
رواج	rawaj	0.8	customary	0.62
پالتو	paltu	1	domesticated	0.65
ثاقب	saqib	0.8	zunaid	0.51
دلا	dila	0.75	defying	0.47
رچ	rechilli	0.75	hlcd	0.47
ڈوبی	dubi	1	drawful	0.59
کمل	kml3	1	telefilms	0.63
روانی	rawani	0.83	suppleness	0.62
اپنوں	apno	1	piffs	0.61
ہمارا	hamara	0.83	our	1
وابستگی	wabastgi	0.88	involvements	0.67
رکهتا	rakhta	0.83	communicates	0.61
کچہ	kuch	0.75	agror	0.58
پاؤ	paaon	0.75	sit	0.48
ڈیپ	deepfriends	1	kcstar	0.52
ٹيپي	type	1	type	0.431
وک	ok	1	expressway	0.75
هون	hon	1	hon	1
کھول	khol	1	closes	0.67
لگتے	lagte	0.8	http://fb.me/12t47y0ml	1
بناتا	banata	0.83	relies	0.68
فیل	fail	1	fail	1
پیٹ	pait	1	stomach	0.62
آمنہ	amna	0.75	mommah	0.56
جھانک	jhank	1	touchable	0.58
ریسٹ	rest	1	bigpark	0.48
فاین	fine	0.75	fine	1
میر	meri	1	teachers	1
اسی	usi	1	80	0.283
تاریکی	tareeki	1	darkness	1
تعلق	taluq	0.8	share	0.57
نفس	nafs	0.75	equanimity	0.65
کہاں	kahan	0.8	thinks	0.7
امی	ami	1	sirs	0.46
کسنے	kisne	0.8	schticking	0.57
کرب	krb	1	amnesias	0.59
تولل	toll	1	toll	0.457
انفرادی	infaradi	0.88	frustrating	0.818
روش	rosh	1	toughts	0.55
عقیل	aqeel	1	jayh	0.47
جھگڑا	jahgra	0.83	quarrel	0.62
پيرپوسي	purpose	1	purpose	1
واک	awake	0.75	walk-out	0.289
اتے	ate	1	cling	0.62
چلتا	chulta	0.83	comes	0.67
کشمش	kishmish	0.75	parched	0.67
فدا	fida	0.75	comrad	0.5
چاہت	chahat	0.83	averse	0.68
سوگوار	sogawar	0.86	madly	0.55
دیکھیں	deikhen	0.86	illustrate	0.62
انشاللہ	insha	1	insha	1
امِ	um	1	habiba	0.463
لیں	len	1	take	0.64
بادشاہ	badshah	1	king	0.65
ناچ	naach	0.8	dancing	0.8
موسم	mosam	0.8	monsoon	0.7
اے	e	1	bs	0.53
مرحبا	marhaba	0.71	pausert	0.5
چلو	chalo	0.8	walk	0.466
انوکھا	anokha	1	brilliant	0.59
سکول	school	0.83	kindergarten	0.74
وحید	waheed	0.83	jism	0.52
جان	jan	1	tied	0.46
دوران	doraan	0.83	during	1
بی	b	1	uc	0.47
برتھڈے	birthday	0.88	birthday	1
بدلی	badli	0.8	cloud	1
ہجر	hijr	0.75	yearn	0.61
سچے	suche	0.8	stayed	1
ڈیر	dear	0.75	cirb	0.41
ہرو	hru	1	pillar	0.449
کيوں	keyo	0.75	remmants	0.52
وارد	warid	0.8	precede	0.54
وے	way	1	superpass	0.59
بولبو	bolo	0.75	bolo	0.641
بڑا	bara	0.75	biggest	0.58
سمس	sms	1	bnj	0.45
ماموں	mamu	1	detho	0.54
ميمٹاذ	mumtaz	1	mumtaz	0.41
شرلی	shurli	0.83	devvon	0.44
لاسٹ	last	1	gzw	0.51
اشارے	isharay	1	cclonts	1
بھیجوں	bhejoon	1	helpees	0.57
٣١	31	1	31	1
حيرو	hero	1	hero	1
ورڈير	order	1	order	1
یخ	yakh	0.75	shoea	0.55
دنگ	dangr	0.75	junzi	0.54
سویاں	soyen	1	design	0.531
پہلا	pehla	0.8	first	1
سهارا	sahara	0.83	sahara	0.609
ڈاکو	daku	1	undercovers	0.55
کرل	kral	0.75	oblig	0.51
گناہوں	gunahon	0.86	sins	0.75
رقیسٹ	request	0.71	request	0.771
مسلمانوں	musalmano	0.78	muslims	0.71
کاج	kaj	1	pet	0.5
تھک	thak	0.75	feverishly	0.62
مما	mama	0.75	mama	1
لفي	life	0.75	life	1
ھمیں	hamain	0.83	uhhuh	0.55
اسلامی	islami	1	islamic	1
دکھو	dekho	0.8	movie	1
امین	ameendil007	1	ameen	0.366
ملاح	malahhhhhh	0.8	helps	0.588
اند	and	1	and	1
جیا	jia	1	uchit	0.54
فير	fear	0.75	fear	1
تمیز	tmez	1	dispositionally	0.65
بھن	behn	0.75	ghungroo	0.68
عرصہ	arsa	0.75	years	0.63
سیدھا	seeda	0.8	backwards	0.62
ہاتھی	hathi	1	boar	0.61
کامیابی	kamyabi	1	success	0.73
شیدائی	shedai	0.83	tanka	0.47
کھلونوں	khilonon	0.88	cardboardians	0.6
جھگڑے	jhagre	0.83	strife	0.66
گیا	gya	1	intructed	0.56
ا	a	1	nly	0.46
فریاد	faryad	0.83	pity	0.65
تا	ta	1	count	0.42
دست	dost	0.75	gerent	0.51
لکین	lekin	0.8	racti	0.46
راہی	rahi	1	sarabandi	0.49
جہاد	jahad	0.8	freedomite	0.52
مومن	momin	0.8	unble	0.5
بنگلہ	bngla	0.8	bangladesh	0.8
مارکيٹ	market	1	market	1
ھوتی	hoti	1	gamut	0.52
خاص	khas	1	unique	0.66
یت	it	1	volksgesang	0.52
ساگر	sagar	0.8	undha	0.59
گلوم	gloom	1	gloom	1
عطا	atta	0.75	bestowing	0.67
کرٹ	karta	0.75	wiesci	0.5
مارنا	marna	1	disemboweling	0.58
تھو	tho	1	hyein	0.53
بلوم	bloom	1	gp	0.59
جانا	jana	1	known	0.6
جلتے	jalte	0.8	differentiate	0.6
چورا	chura	1	pendem	0.43
بگاڑا	bagara	0.83	corrupted	0.749
کھاتا	khata	1	eats	0.69
بم	bm	1	bomb	0.9
کھونا	khona	1	careful	0.624
منصوبه	mansooba	0.75	project	0.66
لحاظ	lehaz	0.8	encompass	0.61
پليسير	pleasure	0.86	pleasure	1
چوٹی	choti	1	summit	0.64
رویا	roya	1	god	0.49
پلا	pila	0.75	waste	0.47
تولیہ	tolia	0.8	towel	1
عشاء	ishaa	0.8	prayer	0.64
ڈالے	dalay	1	wipe	0.6
انجونے	enjoy	0.8	enjoy	1
ارگيمنٹ	argument	0.88	argument	1
راہیں	rahen	1	paths	1
سنو	suno	0.75	weeee	0.54
سردی	sardi	0.8	colder	0.72
قرب	qurb	0.75	nearness	0.57
زمیں	zmen	1	sliver	0.57
بوڑھا	boorrha	0.86	sickly	0.61
انحابٹڈ	inhabited	0.78	inhabited	0.238
وارک	warkatal	1	cytosport	0.52
ملتی	milti	0.8	situates	0.5
گناہگار	gunahgar	0.88	wrongdoers	0.7
آرام	aram	1	bathing	0.61
گندی	gandi	0.8	yogurting	0.57
گھڑی	ghari	0.8	attks	1
بغداد	baghdad	0.86	baghdad	1
سٹوني	stone	1	stone	1
سکھانا	sikhana	0.86	kids	0.438
نامعلوم	namalom	1	unknown	1
تپیش	tapish	0.83	heat	0.843
کوکلي	quickly	0.71	quickly	1
الطاف	altaf	1	cageprisoners	0.53
موڑ	morr	1	streched	0.48
سورری	sorry	1	sorry	1
زلفوں	zulfon	0.83	thrashy	0.57
همیں	hme	1	thirsts	0.56
اٹھانے	uthane	1	averting	0.69
گ	g	1	you've	1
نکالو	nikalo	0.83	pulled	0.537
عدالت	adalat	0.83	prosecutor	0.77
موٹی	moti	1	thick	1
آسک	ask	1	ask	1
گردن	grdin	0.8	cheeks	0.72
ڈمپ	dump	0.75	dump	1
جسموں	jismoon	0.86	posteriors	0.65
رونے	ronay	1	muttering	0.67
جاگتے	jagte	1	fascinate	0.63
فاحم	fahim	0.8	fahim	1
خد	khud	0.75	enviornments	0.61
شکایات	shikayat	0.88	complaints	0.64
آنسو	aansu	1	an.su	0.42
ہیلپ	help	1	fsos	0.57
تقدیریں	taqdeerain	0.9	modernness	0.63
فرحاں	farhan	0.83	farhan	1
تتلیاں	titliyan	0.75	eyeballs	0.58
بوريڈ	bored	1	bored	1
سکنا	sakna	0.8	unpreferred	0.6
خدیجہ	khadija	0.71	khadija	0.46
حامد	hamid	0.8	‏commented	1
ہونے	hone	1	thereby	0.62
کافروں	kafro	1	evildoers	0.66
ميشارراف	musharraf	1	musharraf	0.777
سکھ	sekh	0.75	sikh	1
دید	deed	1	attraction	0.52
ھوٹ	hot	1	hot	1
زیب	zaib143	1	aurugzeb	0.417
پیاروں	pyaron	1	spunkers	0.55
مکھن	makhn	0.8	butter	0.64
حنا	hina	0.75	tirami	0.44
ریلی	rely	1	bapm	0.57
نکلی	nikli	0.8	descend	0.54
صورت	surat	0.8	instances	0.66
پاکستان	pakistan	0.88	pakistan	1
لیجا	leja	1	crucify	0.403
انقلاب	inqalaab	0.75	during	0.814
ينڈ	end	1	end	1
چور	choor	1	thief	1
انمول	anmol	1	precious	0.58
حضور	hazoor	0.83	sinned	0.74
ڈھال	dhal	1	reshapes	0.6
بہترین	behtaren	0.75	best	1
بکھرنے	bikhrne	0.86	fragmenting	0.66
تنولی	tanoli	0.83	memonic	0.53
سمجھا	samjha	0.83	considered	1
پانا	pana	1	preferred	0.57
بہو	baho	0.75	daughter	0.428
فوزیہ	fozia	0.8	fauzia	1
غلطی	galti	0.8	error	0.71
جدوں	jadon	0.8	subfactions	0.57
زیدی	zaidi	1	sevener	0.51
کتاب	kitab	0.8	book	0.76
سمیرا	sumaira	0.86	theboot	0.46
تعداد	tadad	1	number	0.77
پاسا	pasa	1	pasa	0.345
بلانک	blank	1	sendeturm	0.51
فاکي	fake	1	fake	1
زندگی	zindagi	0.71	life	1
سينا	seena	0.8	seena	0.618
انت	ent	1	absent	0.47
روکے	roky	0.75	volunatarily	0.57
برا	bura	0.75	evil	0.62
جاگے	jagaey	0.8	couldest	0.609
فتوحات	fatohat	0.86	conquests	0.72
رپلی	reply	0.8	hitechgp	0.5
کاری	karti	0.8	reshoring	0.6
ہار	har	1	thrashed	0.54
ها	ha	1	pray	0.44
ہستی	hasti	0.8	unfathomably	0.64
فیصلے	fesle	1	overruling	0.74
شکایت	shikayat	0.75	complaining	0.68
باپ	baap	0.75	parents	0.72
فرانک	frank	1	reichsmark	0.56
بدلا	badla	0.8	facets	0.423
طوطی	toti	1	piqd	0.55
گنا	guna	0.75	times	0.395
جروا	jurwa	0.8	gawayi	0.56
مانگتے	mangtay	1	satiate	0.62
بکی	bki	1	prices	1
شعیب	shoaib	0.83	hist	0.49
آوے	away	1	eggr	0.53
دھل	dhal	0.75	sanctified	1
آگ	aag	1	burning	0.74
خلق	khulq	0.8	humankindness	0.66
رقیب	raqeeb	0.83	whoozit	0.56
مونگ	mong	1	ginseng	0.6
١٧٠٠	1700	1	1700	1
لعنتی	lanti	1	demoness	0.62
کفر	kufr	0.75	impious	0.65
فراز	faraz	0.8	sevince	0.5
ناخن	nakhun	0.83	hairballs	0.67
پرندوں	parindon	0.75	84	0.736
تنو	teno	0.75	flavahood	0.48
جنگل	jungle	0.8	sanctuary	0.58
پنو	pnuawan2310	1	chinki	0.55
چکر	chakr	0.8	ascending	0.54
مرغی	murghi	0.83	eggs	0.69
چیتا	cheeta	1	togcha	0.54
پیرو	piaro	0.8	red	0.51
اپریل	april	1	april	0.98
مجاہد	mujahid	0.71	mujaheedin	0.55
دیجیئے	dijia	0.8	entierly	0.58
فيبرياري	february	1	february	1
ليس	less	1	serviio	0.49
چيز	chez	1	unimportance	0.54
گولڈن	goldn	1	winner	0.54
جیس	jese	1	bthree	0.45
ابرار	ibrar	1	naiee	0.53
نخرے	nakhre	0.83	ooos	0.61
مرے	mre	1	spoilsport	0.46
بھیجیں	bhaijan	0.71	send	0.67
دلال	dalal	0.8	mihna	0.52
وارث	waris	0.8	homage	0.51
ملنے	milne	0.8	collecting	0.58
پیارے	pyare	1	dear	0.65
بلوڈ	blood	1	dvsr	0.56
بالڈ	bald	1	bald	0.308
چورنگی	chorangi	0.88	showroom	0.55
ينيمي	enemy	1	enemy	1
باتیں	baten	1	things	1
جھیل	jheel	1	reservoir	0.66
فوت	footpath	1	death	0.64
کوڑے	korray	0.83	dognapping	0.52
ک	k	1	yo	0.47
مسافت	musafat	0.71	alighting	0.63
پیچے	pechy	0.8	marvelled	1
سلينس	silence	0.83	silence	1
ثواب	swab	1	expiating	0.64
بھلایا	bhulaya	0.86	intreated	0.61
چیر	cheer	1	merked	0.47
ڈریم	dream	0.8	rollerworld	0.52
ارٹ	art	1	art	1
مواقع	mawaqay	0.83	opportunities	0.74
نمب	numb	0.75	quattor	0.45
حاررس	harris	0.83	harris	1
احتجاج	ehtjaj	1	protest	1
نہا	naha	0.75	needeth	1
لاش	lash	1	mummified	0.56
حوکيي	hockey	0.83	hockey	0.441
لابی	labi	1	jegu	0.44
فرما	farma	0.8	beseech	0.65
فری	free	1	wsp	0.49
گدھا	gadha	0.8	rat's	1
اک	ik	1	real	0.46
بيٹھ	baith	1	baith	0.544
آتی	ati	1	comes	0.62
پڑھتی	parhti	0.83	sooths	0.57
ساتھی	sathi	1	roommate	0.57
سلگتے	sulagte	0.71	emmulate	0.61
جنہوں	jinho	0.8	foremost	0.56
بھیجتی	bheje	0.8	descrambled	0.57
کیسے	kese	1	bunch	0.65
سونی	soni	1	kcch	0.53
ظرور	zaror	0.8	circle	1
تربیت	trbiat	0.83	training	1
فوٹ	foot	1	fx	0.53
فنک	funkar	0.75	performax	0.52
کرتے	karte	0.8	encourage	0.69
سجدوں	sajdon	0.83	genuflections	0.62
لگا	laga	0.75	accidentally	0.63
کوا	kawa	0.75	unaw	0.44
آزمانے	aazmane	1	detered	0.64
ہوٹل	hotel	0.8	hotel	1
ہیرے	heere	1	metallics	0.6
مایا	maya	1	dlized	0.5
بیوی	biwi	1	daughter	0.71
سوک	sok	1	iccmu	0.47
قاسی	qasi	1	qasi	0.404
خیریت	kheriyat	0.75	rainity	0.46
بڑوں	baron	0.8	glow	1
پاکی	paki	1	loving	0.55
انکی	unki	1	help	1
گپتا	gupta	0.8	gupta	0.265
ہوگیا	hogya	1	seemed	0.66
وام	wam	1	refugeehood	0.56
پیروں	pairon	1	1389	0.52
والی	wali	1	a	0.56
ساقی	saqi	1	butler	0.36
مرتا	marte	0.8	banishes	0.6
فانی	fani	1	refless	0.61
کرک	circket	0.75	pasli	0.43
زمانے	zamane	0.83	era	0.68
پھرتے	phirtay	0.86	wander	0.65
آباؤ	abao	1	ancestors	0.69
پینے	peeney	1	eating	0.7
ثابت	sabit	0.8	proven	1
سعودی	saudi	1	saudi	1
اسکی	uski	1	marry	1
تاکے	take	1	take	1
زما	zama	0.75	zama	0.201
پتا	pata	0.75	reveals	0.65
لات	lath	1	dajh	0.38
درس	darse	0.75	teaching	0.71
دیوار	diwar	1	wall	1
مسکین	maskean	0.71	housecall	0.5
رہتی	rehti	0.8	sustain	0.59
طریقوں	tariko	0.83	methods	0.74
حوصلوں	hosloon	1	destructives	0.62
بھا	bha	1	joth	0.47
زبیدہ	zubaida	0.71	natazia	0.5
شرت	shart	0.8	pacchani	0.61
سفیان	sufyan	0.83	prophet	0.69
نور	noor	1	hiter	0.42
اپیل	appiel	0.83	appealed	0.64
سٹی	city	0.75	nation	0.41
بجھی	bujhi	0.8	parched	0.59
یادِ	yaad	0.75	recollection	0.63
بیل	bell	1	stud	0.45
حبس	habs	0.75	wetness	0.59
لامب	lamb	1	denwa	0.37
کونسا	konsa	1	somehat	0.61
گیسٹ	guest	0.8	retubed	0.56
موبایل	mobile	0.83	mobile	0.735
آن	on	1	saej	0.48
ففٹي	fifty	0.8	fifty	1
سيپٹيمبير	september	1	september	1
شیا	shea	1	malaya	0.51
علینہ	alina	0.8	loveint	0.45
ڈیڈی	dydy	1	theboot	0.53
کوفی	cofi	1	tlati	0.46
پھر	phir	0.75	then	0.74
پرانی	purani	0.83	reconstuction	0.48
منڈا	mundaø	0.8	watap	0.5
ڈنگر	dngr	1	rsrtc	0.57
ٹھکانہ	thikana	0.71	unharassed	0.63
احتساب	ahtisab	0.86	deliberations	0.65
لڑے	laray	0.8	war	0.533
بہ	b	1	ide	0.46
پیچھا	peecha	0.83	chased	0.76
خالد	khalid	0.83	attab	0.56
ليرن	learn	0.8	learn	0.961
ڈوڈ	dod	1	dod	0.545
رکھتے	rakhtay	0.86	retain	0.69
جاگو	jagoo	1	watch	0.906
مصروفیت	masroofiyat	0.73	immediations	0.63
صبا	saba	0.75	nejjo	0.45
لگایا	lagaya	0.83	identified	0.63
لفٹ	lift	0.75	elevator	0.438
بچ	bach	0.75	trapped	0.69
بييٹفيل	beautiful	0.78	beautiful	1
پکڑو	pakro	0.8	noosed	0.63
ديتا	deta	1	elevates	0.57
کرنير	corner	0.83	corner	0.365
پاکستانیوں	pakistanio	0.9	pakistanis	1
منا	mana	0.75	al-oraibi	1
پلاسٹک	plastic	0.86	coating	0.71
پروں	paron	0.8	feathers	0.65
خود	khud	1	himself	0.46
پوچھو	pocho	0.8	wondered	0.72
لوٹا	lauta	1	area.”	1
ٹوٹکا	totka	1	icracked	0.51
سنده	sindh	0.8	chakat	0.53
زیادہ	ziada	0.8	than	0.89
امامت	imamat	0.83	believers	0.67
صدا	sada	0.75	client	1
کیوں	q	1	apparently	0.71
مین	main	1	hk	0.48
کونٹینو	continue	1	continue	1
پتھروں	pathron	0.86	stones	0.69
کرونگا	karo	0.75	muhahahaha	0.58
ہول	whole	0.75	black	0.915
سمجھے	smjhe	1	deem	0.65
پرنسس	princes	0.71	skhb	0.47
لڑنا	lrna	1	defeatable	0.64
زونگ	zong	1	zong	0.211
عین	ain	1	http://elcomercio.pe/actualidad/159…	1
رہوگے	rhoge	1	dog	0.558
بھلا	bhula	0.8	shit	0.68
ملاتا	milata	0.83	connects	0.69
توڑ	tor	1	break	0.6
چوم	choom	1	back	1
آزماتے	aazmaty	0.86	tempt	1
وربٹ	orbit	0.8	orbit	0.755
چابی	chbi	0.75	rokumon	0.48
بابي	baby	1	baby	1
گی	gi	1	need	0.7
الون	alone	1	njb	0.48
جانو	jano	1	may	0.663
اڈمرل	admiral	0.71	admiral	0.792
بارشوں	barishon	0.88	rains	0.82
آءے	aye	1	industries	0.502
آغوش	aghosh	1	homelife	0.49
گزارا	guzara	0.83	spent	0.63
لفی	life	0.75	life	1
لگتا	lagta	0.8	happens	0.68
ریپلائ	reply	0.8	reply	0.67
